Word,Frequency,Impact_Value
currently indicates,83.29165906290896,529.9022981083701
currently installed,73.28707576554937,-4756.559852903806
cylinder,296.9580294409553,-17350.47372958505
cylinder engine,150.41715107025286,-27515.20511745342
damage,409.4925073769526,-10625.931716454248
damage left,93.11081818602426,-4962.278015797344
damage rear,101.79874936408972,3744.6254838995187
damage right,79.53872735613635,3200.8872774239044
damaged,80.3569810081708,-2477.25098163687
dampers,72.02596930045611,14188.716363761796
damping,60.457560704210934,10658.1949582679
dark,151.60555074719827,6225.262514130468
dash,151.56672936234693,-9934.809530037392
dashboard,217.95191330570108,-262.5248945580305
date,296.7334227122725,2158.365226058623
date code,92.51193896992474,26.256905143270533
date codes,245.48581605132742,-3277.226281981189
dealer,1021.1837444615336,8072.285935354856
dealer acquired,206.0033957382804,4014.6532899513218
dealer collect,78.97067290265865,-5487.286843515533
dealer engine,85.81122738007198,-7215.236806499207
dealer following,89.42817007798537,-19578.909709776904
dealer include,153.7271904097789,-2535.5306111261075
dealer limited,78.39382825978112,14007.434472720617
dealer modifications,126.19942033863687,6695.198473995304
dealer notes,66.98009527929572,12602.755576304471
dealer purchased,67.66155179852524,-590.4063886683082
dealer reportedly,76.33624662612884,306.56957028849706
debut,163.27324045214147,-6269.742339098297
debuted,76.00009299821605,-8207.324222858402
decals,82.99486192273955,-11110.461509229073
december,384.52913269828707,-361.25769491882454
december 2019,67.03876772270297,-4450.897185840576
december 2020,97.53759031043234,3277.973292259411
december 2021,108.3903555606433,1035.6957703814176
december 2022,106.9477728514924,1913.231589074903
december 2023,90.69671531493502,-2889.174263544131
december 2024,74.85683614073605,930.2247170509145
deflector,110.45224767498952,-4534.168302211901
delete,109.11879099602737,-4456.191261735873
deleted,63.64984787562618,-5739.158326584382
dent,158.40416825089412,-10264.332882946692
dents,122.94944004132667,-15377.031414920903
departure,66.62758978885671,3505.529283297746
deploy,75.52243197111353,333.00170990288666
design,357.6269812335942,1334.4452520396683
design wheels,77.18542382156336,-8848.419634161142
designed,93.98943246395905,12265.63103581847
desirable,252.63250659934454,1607.2482668016416
desirable speed,238.02144150840533,-16428.876414034312
detailed,536.6828680725718,-7600.151905308755
detailed carfax,337.1477443139236,-13404.828558117912
detailed documentation,89.55225279405187,4912.016659018816
detailed highlights,86.55740970369938,-11339.449338104054
detailed modifications,232.0542828419644,-2906.503144365747
details,136.66186227527157,-3728.8044058905753
details specific,71.08410711134589,-706.0579079915215
detection,57.75623958892932,-6830.659596575516
detector,69.68200537272826,4036.5914180327104
developed,135.12605605993025,-9393.643215684842
diamond,87.31879324642513,30826.732646393844
did,84.15506836532288,881.7867470601984
did deploy,70.43619006214621,-909.7934169874495
diesel,81.73193458841206,3906.112101328741
differential,603.6890448060692,-9155.281491932741
differential fluid,120.23478427908915,-1002.9978490601551
differential sunroof,60.016066405177554,3921.445177362349
differentials,98.96877383697651,35118.64784517971
diffuser,89.59368068434384,2389.2962200655047
digital,213.70975267512972,9954.314906813288
digital instrument,112.65829212533748,19873.255839543766
diligence,293.86584879314614,49.71340435153269
diligence mandated,72.76211284339738,-1545.44927273499
diligence regarding,254.49487385061,3777.018679933801
dimming,139.15561400326777,-4465.701496258084
dimming mirrors,65.96402079377832,-2664.908917786128
dinan,118.92611599161424,1497.4519382193298
ding,140.71345096299524,-13084.67408226983
dings,221.241345081657,-15401.33948513672
dings exterior,99.48602367676862,336.3315366857177
directly,249.27166952726213,7633.109135059798
directly details,76.36452512442813,747.3036120139897
directly questions,182.51011712378056,2270.332377932813
disc,205.56789188604805,-12921.660493429396
disc brakes,84.72352026062809,-9706.133123838044
disc cd,127.13422959178612,-2116.446549353308
discoloration,72.81774157689443,-4577.180444998844
discrepancies,437.87211076282637,84.96127251511328
discrepancies given,141.63907473183528,2806.8707751881134
discrepancies past,348.4019991895415,-8835.62867307467
discrepancies registered,61.22022773333297,-5562.995081118784
display,257.54068886712116,6257.031048880848
displays,306.54987562426373,21013.929910006605
displays approximately,205.63419292784582,11447.96976312086
distance,140.39373897516674,425.2200855518208
distance control,133.98217904965477,-4580.310105636583
distribution,60.30513692826627,-4769.591674329568
distributor,61.325646791033044,2650.515824373842
documentation,459.11162420281136,10247.330575899012
documentation available,68.08624822310544,-8934.380801726275
documentation carfax,62.8569964072789,4142.507350387759
documentation financing,71.08410711134589,-706.0579079915215
documentation photo,296.51395147851935,4267.097460160801
documents,105.53158099397605,-6819.565045052001
documents perform,72.76211284339738,-1545.44927273499
does,122.68217314076713,-13003.272371515774
door,711.8052035606937,-514.9030523423557
door handle,73.45810088186363,-3849.1291239270854
door handles,62.69447230101066,2134.880660583565
door locks,113.64169249650944,1231.688165449096
door mirror,64.20031609498619,7697.407045366136
door mirrors,147.25224903334174,1987.6707507800777
door opener,75.2081551347805,-2161.2908092859707
door panel,102.11031262632639,2664.0290420436654
door panels,101.86247577840089,921.7893251500991
door sill,74.88821104379485,11168.833961892227
door sills,66.5066020369882,3461.3366181184474
doors,246.5278782809541,28742.664331005053
double,98.69951540436986,714.7218059107233
downpipe,65.64560237645411,-4117.822685514056
drain,72.53072507820171,-2116.07091122791
drain plug,52.14701538270416,-2438.757248328874
draw,79.59697263649981,2023.5929790166394
draw electricity,73.59545835138988,896.4336664073215
drilled,66.85630146840953,-4461.188168972159
drive,503.54142744134975,-12420.580213100424
drive belt,92.77422505621331,-4766.413803391453
drive build,79.5032366011635,-4828.546979672728
drive window,52.323325922793046,-7107.808659114818
driver,790.6269918047757,-15527.801119159223
driver assistance,124.14969397804232,-5866.299139237077
driver door,217.38972430251295,-2619.4311174657923
driver fender,75.90302477699926,-6272.463016329424
driver memory,75.08825188351453,2970.3891847880595
driver rear,145.93550266805266,-7632.365647821025
driver seat,386.9365988635603,-8373.425160183167
driveshaft,71.36061183840631,-13525.872305789851
drivetrain,60.87884196722878,3849.910029204743
driving,256.1987951061046,3322.08138636945
dual,444.4411880795909,-6644.448647663947
dual clutch,89.36905397738246,36386.93348939248
dual zone,292.15149934960107,-1190.0723274433406
dvd,58.75735911544702,-3189.5033670437756
dynamic,202.24521735053187,5174.032677758285
dynamic stability,57.31215457933719,-4381.7866150726095
dynamics,73.87544157867796,469.80113609804033
dyno,179.08555658684708,-6075.906898718028
dyno sheet,168.9223564676743,-6024.553150320469
earlier,132.12279296661987,-4219.196354622122
earned,61.34985438481206,3807.224543950276
ebony,66.8065490383074,302.95366375646586
ecu,178.19684581645967,-3898.678017034725
ecu tune,116.89779521281832,-1544.9000614991508
edge,69.8033822622491,-108.61161249001496
edition,247.95908033860312,-5409.004073308407
edition finished,74.66557620313459,1726.6154682498739
electric,226.27322571034557,13082.719835563097
electric motors,86.75834130998777,3547.0333987211043
electrical,54.668040929086445,15439.229010662719
electricity,83.40133130219299,-17428.120912117523
electronic,176.97431487385552,-826.1379896547955
electronically,62.012643013423784,7041.600341146292
emblem,104.63752742983966,3249.657894103195
emblems,87.34111174982803,-1024.3170331195654
emissions,327.0210155912299,-5393.742117082535
emissions inspection,72.04601023480542,-2595.223936367442
emissions testing,251.04799824073334,-2135.1102214670013
end,353.47434439770234,488.14926961011923
end collision,53.68191495998418,-34.52481662867579
end scratches,59.659064625142946,-4076.276042368349
ended,294.64226892524493,-10520.791127420862
engine,1529.687353146399,6054.453942338908
engine bay,119.40630359138292,-1789.342536660848
engine filter,131.04976144690644,2326.927526209414
engine mounts,71.40075056218627,5529.044319037659
engine oil,1061.569721390463,-4598.175694614236
engine produces,94.80756847457951,-7169.216319495101
engine rated,205.6393578810065,-7154.757881497294
engine spins,62.599897243187485,-4619.3642439229625
engineering,133.1509789722239,-8908.199348898981
engineers,64.48027101910338,-1335.5747688985164
engines,128.63092599749584,12727.30936638981
enhanced,60.09075567612396,7485.44752347094
entertainment,96.29052624892198,-2390.061771175244
enthusiasts,205.4349124689778,-3599.9899252156265
entries,60.299002501856954,81.58469726988015
entries carfax,54.99957380909177,2621.74116957108
entry,249.1698306830008,-4485.038278216106
entry level,63.648745274772004,-2289.4295890880976
epa,85.32477212575817,-14867.526982955533
equipped,404.9457543615671,-1410.2625140037853
equipped desirable,132.58840046986904,-4926.4688033553575
equipped metric,134.27051255277996,-5515.96196087288
equipped speed,134.7275820788816,-5211.936176600405
european,97.67291928239463,19109.957290719205
exclusive,67.63253611584915,31739.781007680365
exclusively,70.22274033058918,2917.847957261506
executive,85.68558835663536,-8721.477261829037
exhaust,608.6189028029532,15890.336622285893
exhaust components,73.93674743821356,-2469.3256281573636
exhaust tips,70.7911790029478,-2765.127940671916
expansion,57.607414308520156,-918.754885493428
experience,71.1054983226538,1742.7084341017496
extensive,88.27635509423874,-6923.909705349306
extensive list,66.53713823152214,-7694.880944250384
exterior,718.7131922615803,-1358.1912217906329
exterior chips,120.53555686025317,-11698.090790970651
exterior curb,72.95150875484812,-7533.709405667294
exterior design,132.7489696272562,-7919.761261865983
exterior interior,51.022812806803714,-2377.465212778032
exterior mirrors,60.540890033175124,1572.946824107998
exterior scratches,67.94592817834149,-3265.604477392412
exterior trim,169.64915164392528,3538.9423917221498
extra,83.96461731719172,-2960.433674467227
facing,103.11979901285936,4891.50695610895
facing surfaces,74.8139851466796,-6057.248118320422
factory,691.732199537538,14237.52988473225
factory 15,69.35382552388012,8812.318861340338
factory 16,90.95499223243614,-1504.215654789032
factory 17,100.95353133273015,4004.2159655715773
factory 18,105.21894995536859,12936.410869310763
factory 19,75.92142208527872,8414.501637077456
factory premium,106.62492881915576,-2000.521038887218
factory wheels,89.26176007648563,-3186.0877389937496
faded,149.68661949255377,-12212.578797356604
family,78.17074312889032,-9447.699143628424
fan,91.21343337243366,1740.0227991252768
featured,116.95068483668767,-1747.8932088225097
features,373.4993737466661,13182.375430552123
features desirable,163.79162706692566,381.66652135622473
features speed,69.19561967964303,-9600.874140919394
february,376.8680398193865,-6839.545773111356
february 2020,76.23923038575516,697.7168345009337
february 2021,95.74089711400096,-554.2554120559024
february 2022,108.6342184482153,-5249.729186509387
february 2023,101.74127668344471,-4183.62446014172
february 2024,93.93466127342211,-4929.256821672424
february 2025,70.13644763514104,4786.392435742289
fee,87.87686917713424,1139.008138821411
fender,266.48663161763477,14471.825594512768
fender flares,61.393057517984914,-9713.254560242958
fenders,121.47071069999761,-6040.600294295813
fiber,508.32020806908434,3372.4429659214375
fiber interior,142.33870684435675,16376.519135634713
fiber rear,91.11113871871979,-23960.865107432182
fifth,89.03077525996663,-3273.793889714988
fifth generation,79.5557325765773,-6611.5428674976
figures,53.04727731126858,-455.08618901602654
filler,59.333518890886594,-5484.109556628928
film,249.01085462793833,20955.697215467582
film applied,79.05358450265997,56.096866265045925
filter,1279.624928394278,-5266.727928237602
filter cabin,74.50078865534388,-2652.585585829191
filter change,110.42827393438131,-7779.05688771356
filter changed,1028.392286104431,-3678.31866245815
filter replaced,276.6925851041843,4472.191939817555
filters,107.53021468923848,8711.25042430049
final,87.27250646601605,8885.127725277709
financing,73.56392032147527,-2200.7381636535238
financing obtain,72.76211284339738,-1545.44927273499
finish,173.66466011561366,-6704.553288839743
finish wheels,79.26318706346687,4037.865792779158
finished,500.45590710413444,822.9448098858379
finished black,202.1257139202485,-11103.930639915006
finished blue,61.37959844788869,-6919.258208884346
finished red,73.72264160113872,-9279.78279866359
finished white,120.63918636169336,-3028.6851482274105
fitted,110.20363145112198,229.44490264130425
flagship,68.7401193912193,-10357.31432218664
flares,81.9776202269675,-947.6514252610356
flat,202.10963824728807,16256.113250635037
flat rated,114.24026176550721,27208.492026826618
floor,338.6892963186578,328.2193879908395
floor mats,298.37666694286554,817.9209821525404
florida,164.5788793557014,-1031.5561744316765
flow,85.45572685942166,1616.9128657449571
fluid,558.3463540110835,1241.6132769526316
fluid changed,187.19255258739523,12330.257971803845
fluid flushed,314.8221482091411,3854.45796462899
fluids,103.98327468432588,-2878.938534632748
flushed,402.24865880919333,3754.6165561692005
flushed changed,168.01672068417497,-2384.1543507632587
flushed engine,61.402003227818724,5156.547063950741
flywheel,94.02470341591138,-4576.5046422093155
fm,193.22116516447625,-6813.67297563958
fm cassette,82.84569946795993,1887.1380662433858
fm cd,83.1362260415815,-2293.8071999580907
fob,117.77155417744794,2953.852512995802
fobs,118.2692081588411,-2424.667218143176
fobs owner,78.08411272800046,-2993.3859407120685
fog,380.2441113928146,-9239.257519205546
fog light,68.23539517380983,-5970.5556815558475
fog lights,343.06918651005145,-6509.099393120331
fold,74.04521618640122,31.879359915213634
folding,320.6186631220524,3624.1339996472366
folding rear,128.0467024702421,-7704.594038023313
folding row,100.28616508677275,-3560.676758604774
folding soft,73.46045097245018,-1366.36109256168
following,665.5094151855474,-11490.081727652167
following additionally,94.39439513612825,-789.5844656343692
following maintenance,306.403451808623,1210.228263193789
following recent,81.23510424491562,-10757.287247404376
following services,465.76092845467593,-6305.3361275069055
forged,127.76441287049256,63598.64602404235
form,155.43337645082096,10415.203507942824
form modifications,95.84359410941963,2004.4639008160214
forward,121.03457873301639,-12519.420052792037
forward facing,72.13045508761049,-4059.220645208281
fourth,104.05811982353936,1305.2371200318173
fourth generation,95.54274697562205,-2133.906726867319
frame,117.86131728880828,7225.886699367906
free,79.86338025798968,-8734.314219811611
ft,496.6448067154272,-2395.385463126183
ft torque,494.8871414669002,-2673.595663757062
fuel,486.94547475466334,12002.135515327504
fuel filter,110.16548150835703,6983.256346021809
fuel injectors,71.70948378606958,-2318.9196453041927
fuel pump,128.13902088393627,-14354.909082480282
function,234.1225230157952,6382.449787801831
functional,77.1805828457337,207.62992885063312
gained,113.71920809849279,-9825.422609894615
gap,89.7035919975841,-6562.663218414147
gaps,155.18760575769062,-2698.268184724926
gaps accidents,71.35961730439213,1863.5147972751683
garage,94.47843643570816,3425.8420166556925
garage door,76.32853703066282,-1418.7486612986636
gas,56.25011313672701,-4013.2462872010265
gasket,252.00081878896478,-5325.9654142730515
gasket replaced,116.19218027601616,-4921.17553070447
gaskets,142.9350488722608,6313.715890509051
gaskets replaced,53.950302593803286,-3514.658545149577
gauge,172.1794766584593,-13775.080061303212
gauge cluster,64.7480697738743,1318.7914633551202
gauges,90.27061985751821,-10688.03192743778
gave,85.96570420774484,-3987.3507805548766
gear,125.02567570123652,10115.988389820284
generation,516.0666016448208,-13976.361963697438
generation arrived,68.94074689241722,-10674.54369955167
generation called,65.91438524989503,-8762.698171345688
generation debut,83.67010439261321,15380.313993783344
generation introduced,93.09477932944111,-4042.035077369608
georgia,65.07189152909888,-5364.59757528633
given,202.20833585313002,5060.301779175516
given time,159.27098307245748,-1091.7225076855218
glass,183.50901807776276,4346.662272010943
glass roof,75.61441637875282,-1669.945755218249
gloss,103.90720263904433,2575.9536371455392
gloss black,78.43439985494842,-4103.96526157412
gray,299.88796794515775,-12607.464910285516
gray interior,184.17388152483585,-4584.982172138872
gray metallic,72.473337547827,-1982.7061519586903
green,133.91486791242886,3212.689266976802
grey,132.2979187351413,5602.877438467171
grille,221.75572750202076,-4711.717209170161
grilles,124.69932999281065,-6776.663292997534
ground,65.84844374700845,1941.5877030176152
group,159.1905388589402,4311.57138525178
gts,75.13205318463956,35946.356588697454
guard,99.51107403774002,2744.079365326584
guards,145.20825810730872,3175.1844166252304
hand,185.91372769991906,1380.424897743756
hand drive,140.86298304639018,501.46379014798566
handle,115.0917941534475,-4574.912787524869
handles,75.59450808599405,3181.074078399508
handling,203.58703320922302,-13043.443643794151
hard,105.98824958644124,-13489.42356434579
hardtop,295.0296123204165,2456.304696409487
hardware,96.68852198518405,3615.99236987379
harman,265.9793145149878,-9479.64393566333
harman kardon,265.9012830943154,-9467.525535871082
harness,70.2535143113455,-2155.4342816644853
hatch,118.23227888630416,-10936.365306108859
hatchback,82.82707924424216,-9173.88108974915
head,533.949197814536,-9545.633992836143
head display,138.58294372773565,-16529.236843984527
head unit,462.3878363282918,3109.086210492373
headers,103.96061281027626,834.9292561039382
headlamps,74.69661503237828,-2100.046763609161
headlight,268.13827971458863,-9481.118204884491
headlight washers,80.38784587198356,1424.3446046706752
headlights,572.1749292724808,6880.899273840238
headlights fog,113.84270369504415,5052.334337806947
headlights leather,73.10157907600195,2383.3851260791425
headlights operated,67.19400516532063,983.2394033580309
headlights sunroof,93.63398834722955,-8298.373933177174
headliner,227.05665419892105,1586.7154333088217
headrests,74.5064102479282,38945.52999587125
heat,64.60606041066671,461.1946041509439
heated,972.1170211588877,-7546.433334434538
heated adjustable,295.33907977684146,-10394.67973214182
heated mirrors,56.30207159552543,-5969.775946583534
heated rear,223.41027944593588,-6971.6736835738475
heated seats,468.4866542284868,-22110.316783215516
heated steering,215.07921816152947,-3311.189076739829
heated ventilated,304.28347730159794,16379.856916742303
heater,108.26947593106402,289.6532311765892
heavy,86.84386052250771,-3829.859659163031
height,90.17713902296737,-4923.82903560322
heritage,60.14970410207254,8835.679173381772
hid,129.87159060678235,3895.389517441997
hid headlights,104.31634445207632,-2592.1170594081636
high,327.72427732751527,11209.541650660123
high flow,58.429184304649475,-814.1318286572549
high gloss,59.492224267410506,-486.0978186356986
high performance,108.62992972835492,-2684.171794009124
highlights,103.96275650220969,-4014.383455937301
highlights include,98.36906163194195,-2500.042538263901
hill,60.122814798034355,3273.207799716019
hit,56.940898067139074,-3892.8132203033615
hitch,220.53372103337074,-5727.129448009693
hitch receiver,83.3672435338733,-2190.067871849061
hks,66.2683785298968,9008.969858476972
holes,61.64766502945303,-3325.263617109851
home,71.90592716177328,-3193.3320322193326
hood,429.0190389554543,-20437.336234619554
hood bumper,76.79443964785217,-3485.4203705744058
hood scoop,57.99980063615332,-7141.088718385909
hooks,56.98464257488364,-1183.177770516542
horsepower,519.8798538517725,7292.877283877725
horsepower lb,157.62556926128562,-2851.8566886794847
hose,147.1394259303058,-3815.9674838660194
hose replaced,60.10368951470754,1124.4990482205542
hoses,131.88104614442244,-3298.442758617127
hour,90.60970279418906,-602.3113936718578
hour lithium,81.173198749337,-2966.341731220597
housing,89.95074534300568,-1908.550339861213
hydraulic,63.05926785039771,-6282.200613446845
iconic,66.25854426540592,27290.34179622208
idler,57.29628051301358,-3411.4841064314937
ignition,169.76813004997356,-10327.607039898528
ignition coils,62.053482603041914,-4994.198531144588
illuminated,137.66309346054356,-7042.994803406449
imperfections,80.62642931423372,-6905.681360943501
imported,263.50030836783174,-17.785116185188585
imported vehicle,119.97764502207718,-2140.1133376778753
improved,88.59936939763351,5026.699018154141
improvements,58.67026175131396,793.85280164227
inch,1104.3455568454854,1104.1016035688042
inch alloy,282.16666452502886,-1757.0648704069797
inch bbs,71.40072033130193,-5471.13567247329
inch rear,149.88511897684057,57519.91522600286
inch steel,102.39182712904982,-11455.314041092777
inch style,273.54536426802383,-5569.768551355211
inch touchscreen,148.20237539645981,4096.147579515335
inch wheels,652.2835752051483,-19871.154533129076
incident,74.92943204784368,-3646.2079996719176
include,596.7884506715727,-13755.388125093184
include 17,75.0066654647664,-947.2429175800568
include 18,79.97546260597129,-6687.48682117863
include aftermarket,90.53050578627304,4531.075215731681
include mechanical,69.21873642662456,-967.9947485110359
including,216.2303013511653,5643.912057996326
inconsistencies,68.31912685258165,9711.885799337502
increase,70.13169707638855,2496.438074711115
increased,67.05220383695072,24038.013510581706
independent,63.463563229524595,-190.06366724042581
indicate,67.01767114663828,1864.7888813704044
indicate following,54.454417518084384,1812.6193581497655
indicates,582.8300824983085,-342.8785266801434
indicates accidents,174.52497637950412,1411.216120668096
indicates approximately,105.1249413234171,913.0314535817832
indicates following,300.2405348899397,1622.1509860256378
indicates involved,68.71077021536603,-1916.2927505430348
indicates mileage,75.01010958888635,-1078.250009453007
indicates sustained,104.54137188741406,-4712.3919004296185
information,158.4487611231239,322.88748122774734
information appears,62.88177958883471,-2000.6181861571522
infotainment,244.34975640177876,6428.556666554704
infotainment navigation,69.56074843514277,10175.46367033566
injection,73.49335941269638,-2573.077055629751
injectors,88.76224995443737,-3691.9327078849115
inline,304.705004913061,-27809.26432894688
inline engine,102.88735035113625,-9146.694299837223
inline rated,224.5090958618083,-18690.977323119394
inner,63.97526467104446,-1739.4858877153788
inoperable,82.3335264225028,-8499.174936940328
inoperative,69.74313177473378,-4411.265636904393
inserts,81.00190745895546,-2373.6147930043626
inside,85.93934499425146,-405.92714235833967
inspection,414.2287280203593,3545.5366491432214
inspection completed,221.32302687032174,1257.0187302120428
inspection listing,95.37744298479053,805.4776755280285
inspection performed,157.2031388844621,4598.96032153615
installed,408.977471428425,2426.49698460605
instrument,298.20236326968234,2781.6036859529827
instrument cluster,276.4278342039737,1756.950821481494
intake,353.3472851118086,-10796.232851682948
intake manifold,83.1283550283002,-6918.010339315194
integrated,112.42124200469198,30698.61093985894
intercooler,121.51661715633615,2131.346132422743
interior,1117.4225618150308,4663.079432420136
interior carfax,348.21712718535593,-15651.356680523335
interior door,74.80799201779489,255.99336706889406
interior equipped,170.31616957518546,-3336.3062600291664
interior features,173.3866479223844,-12270.424861824009
interior japanese,72.9013396188141,-6910.924171652145
interior odometer,206.16651529002317,24073.078153728038
interior touch,241.13386848888862,-8106.448776065488
interior touchpoints,100.42331245131764,-5107.454575353522
interior trim,487.9268729096167,-2109.0784934700578
intermittently,62.84942025056077,-1774.663873841809
internally,256.61178408875566,-16767.086535543905
internally spins,69.2981251424815,-899.1363883665897
introduced,330.7947387790153,-7555.134255450124
introduced generation,80.08508674267424,4081.0532598222617
introduction,60.39374076608946,4602.109782942526
invoice,65.36389047890326,-1346.4084545249277
invoices,56.04552285373762,-1566.9858943562074
involved,121.2409681144057,-621.385064384366
involved accident,78.68176767890127,-336.54460735571456
items,70.09783665320519,-5417.4056581145915
jack,73.73996476365988,-4469.4364249157115
january,397.6808960756902,14.739145028177001
january 2019,54.21884638043859,-1421.194968838773
january 2020,80.35391255232169,-3238.2998825165596
january 2021,100.80822168781756,-2862.389478412278
january 2022,108.51428233996013,-3878.7979566743547
january 2023,107.64941948077998,1005.3930453796922
january 2024,97.75079767480885,-4004.3484739330534
january 2025,75.9660702945026,-1217.693199911121
japan,122.5453613114523,-4523.8291494826135
japanese,221.94975105372092,-3038.867519896859
japanese market,85.66710569449239,-10988.991732310567
japanese spec,73.20643571508629,-7120.021337357173
jet,64.49270016225812,7416.620736856323
joints,54.820300377885815,-6767.472162451079
july,428.2274973335061,-5382.040285530026
july 2019,70.45953313723123,-2979.6547430422274
july 2020,104.17361665461229,-2134.805395347564
july 2021,120.85025115727993,-1749.388038669721
july 2022,113.9181788287661,3517.905410324598
july 2023,110.60117080141563,2112.069841864306
july 2024,91.82508549614766,-1435.4494183197412
july 2025,65.62010005607218,-1363.527649297415
june,431.32395501529345,-5408.775785891982
june 2019,65.63940204168367,-1116.4672491542117
june 2020,98.10659871246985,2030.4572503450222
june 2021,121.44156068269172,-6814.384408642028
june 2022,123.24738243432878,-3488.298277175965
june 2023,120.78933652273638,1950.5627121382502
june 2024,87.75384457896321,-311.7896265973332
june 2025,65.86441122315182,-3654.7625623968256
just,83.37609431356347,3947.816170088759
kardon,272.8608483575536,-7982.06496547811
kardon sound,191.56625383203914,2977.1841698388157
kardon surround,64.53670476935467,-12897.798073253654
keeping,61.845466567263884,3709.808668573504
kenwood,160.10603480365234,-1859.6360767894546
kenwood head,98.64905854109465,-1669.9249117793065
kept,103.49130991515204,14443.415757519006
key,453.66005524735067,-5781.112711896352
key fob,100.42577993048809,2329.093565340038
key fobs,83.39640604739563,894.1506983459869
key owner,226.96656727742658,-11406.004682215607
keyless,228.59305349098196,-15665.41322391592
keyless entry,183.400817236082,-4924.491442134096
keys,466.57608839163925,12565.478068854953
keys owner,386.83857672125646,18357.597029031465
kidney,106.28306580754558,-7169.145455318035
kidney grilles,97.16132030792272,-5751.889895415706
kilometers,232.78103336340777,1722.9754355994198
kilometers represents,135.28755481726455,6925.588426580749
kilowatt,86.47887328663683,610.1620100045313
kilowatt hour,85.22363181758072,956.489145947506
kit,560.727422817224,-5632.225470919011
knob,256.80828950781193,-7560.419093450019
label,140.07551695004057,-3544.6875412530103
label provided,104.96291819909364,165.84194703453605
lane,159.1268408744535,4462.679054460823
larger,97.72525497690529,578.4380379415074
later,95.6004049421401,6046.808066052019
launch,107.70191504466173,-4573.366202630395
launched,198.56532445026994,20724.618281901207
lb,500.0216157544412,-3257.7260804283824
lb ft,496.21154961828364,-3117.0759612985294
leak,81.61611110389862,-9719.956934066608
leather,968.4612268861954,12257.946062425039
leather alcantara,68.6455285987335,-4787.226735256641
leather interior,172.55213370682418,-16513.503687636116
leather seats,73.43866520492604,-4366.037242321284
leather upholstery,771.2740253181744,6113.813264870668
leather wrapped,185.93591259798234,-9288.21169237152
led,409.4741570365541,6272.398217453538
led exterior,63.89965678273662,6952.030220089947
led headlights,183.53130471165147,3587.0139972801708
left,295.69860663967256,4275.937069213586
left rear,91.7273080339182,-1329.2178150599182
lemon,111.22887933814347,-2666.99699563801
lemon squad,108.7493438741131,-1028.67467564013
lender,145.27335325481693,4059.4039749763174
lender pay,71.04078932775447,-640.0440301887378
lender prior,72.67861240529561,-1461.611659714346
lenses,113.24842859694323,-8429.884447208678
level,146.72088695442002,-6360.738717386293
leveling,79.7237297404061,4333.970828638609
lever,57.974438564041556,-3121.9035160520625
levinson,75.12520353013666,2261.4795088233786
license,120.08760769256662,-10442.71353020028
license plate,108.83306512596235,-3140.8185530084525
lid,160.1329260351389,9382.099374240104
lift,198.0055953314212,67278.07913674196
lift kit,106.16721211954857,-31730.93033879113
light,359.7572952591531,8120.170787193274
light illuminated,58.70245958632354,-9983.565090345879
lighter,81.89004703591438,-2940.586243088526
lighting,224.899257316731,11442.60059694834
lights,514.965150244268,-8669.420707970352
lights rear,73.8863525728631,3162.4543340161526
lights sunroof,89.46143924346157,467.48201608759507
lightweight,70.77658888844691,21075.01019525447
like,204.50382884214633,17745.440240418757
likely,65.42793837610995,-4776.223623613544
limited,539.3602829315876,9649.14574845618
limited slip,400.47975332321084,-2836.900975351289
line,196.44249949114896,1523.8224984376723
liner,74.32009332727532,-3270.6361855775044
lines,149.08231223685473,-3005.2526581073016
lineup,70.42736609571008,5274.9353763424515
links,90.97206009949811,-3843.8882533418564
lip,142.10293623066823,-3507.480230081875
lip spoiler,55.773794599041125,-4254.709992755677
list,604.4171963200612,3272.3733251886056
list 17,66.73687009051429,-1285.9924397000696
list 18,77.43544066336914,4244.428346681433
list detailed,62.00282778364882,-8427.873522040689
list modifications,102.90293145469829,3649.356093315352
list package,64.20086563725687,-3832.9587444031476
list premium,81.60246028052215,-5850.391100678656
list reported,358.57493531951326,668.2426117229044
list shown,81.0500340137105,-5333.920644963443
listed,178.57832915887911,2716.050763123787
listed modifications,121.30971830568716,7165.032249052929
listing,130.78463305846995,12010.411374114658
listing following,93.69422338130823,-156.45262623526907
lists,324.6074737151231,1228.6577643919761
lists accidents,269.48880001402296,6475.476078443801
lists mileage,83.73165214655448,-1952.0270440117865
liter,531.3613477206999,12851.880166516148
liter cylinder,71.27031956365792,-15062.407131699068
liter engine,99.04485089713464,-3299.361915754705
liter flat,115.31985598304057,14893.970531197181
liter inline,182.80900024734373,-12955.270988327375
liter rated,219.70663067231047,-20333.508394663804
liter straight,96.21379381419474,-3371.6598911635874
liter supercharged,86.0498361638996,-1232.164368405276
liter turbocharged,167.10878317088503,-12789.91986050842
liter turbodiesel,71.26508987593107,10193.318877872021
liter twin,140.97175212659496,41142.50594886358
liter v6,136.39401532486565,-10959.520765043262
lithium,96.26090047083163,20291.27240068803
lithium battery,94.31573084818034,18703.05505444989
loan,418.0404629208538,7703.501892154356
loan allow,131.58422306431325,1459.092168533655
loan paid,101.01723478897199,-1381.1801530199614
loan vehicle,155.71011143085175,-180.4413764571275
located,78.61843920455195,-1550.0702098844927
lock,169.61008375948703,671.9793706136321
locking,279.1588755447418,20264.59155697931
locking center,138.58130927840742,305.77923147049984
